Title,Description,Item Category,Price,Sku,Url,Images,Colors,Brand,Retailer
Dorsten Loveseat,"The contemporary Dorsten loveseat has comfort written all over it. From the plush cushions to the textured gray fabric, it&rsquo;s a total winner for relaxation. The patterned throw pillows in blue, brown and tan complement the richly neutral upholstery.",Loveseat Sofas,579.97,7720435,https://www.ashleyfurniture.com/p/dorsten_loveseat/7720435.html?cgid=loveseats,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/77204-35-SET-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/77204-35-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/77204-35-SET?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/7720435-Dorsten-DIM?$AFHS-Grid-1X$",Slate,Signature Design by Ashley®,ashleyfurniture.com
Donlen Queen Sofa Sleeper,"Dressed in glorious gray faux leather, the Donlen queen sofa sleeper is certain to be the center of attention. With tasteful tufting, padded armrests and a sleek tapered design, it combines style and comfort. This sofa's generous scale lets you kick back and relax at home solo or when hosting friends. What's more, the pull-out queen mattress, made with quality memory foam, comfortably accommodates overnight guests.",Sleeper Sofas,799.95,5970239,https://www.ashleyfurniture.com/p/donlen_queen_sofa_sleeper/5970239.html?cgid=sleeper-sofas,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/59702-39?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/59702-38-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/59702-38-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/59702-38-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/59702-SWATCH-BODY-A-500?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/ConfirmMeasurements?$AFHS-Grid-1X$",Gray,Signature Design by Ashley®,ashleyfurniture.com
Baskove 2-Piece Sectional with Chaise,"Bask in the beauty of the Baskove sectional. Reserved exclusively for those with an eye for fine contemporary design, this generously scaled sectional in auburn brown is dressed to impress in every way. Leather match upholstery provides incomparable comfort where it counts. Sleek track armrests, tufted box cushions and a sumptuous chaise are the embodiment of luxury.",Sectional Couches & Sofas,1799.98,APK-11102-R2,https://www.ashleyfurniture.com/p/baskove_2-piece_sectional_with_chaise/APK-11102-R2.html?cgid=sectional-sofas,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/11102-55-17-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/11102-55-17-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/11102-55-17-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/11102-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Auburn,Signature Design by Ashley®,ashleyfurniture.com
Maderla 2-Piece Sectional with Chaise,"If you love the idea of a luxe look that won't break the bank, make yourself comfortable with the alluring walnut brown Maderla sectional. Designed to look like the real thing, it's wrapped in a practical faux leather loaded with natural tonal variation and a soft hand feel. Appealing to a contemporary taste, its jumbo stitching, tufted styling and pillow top armrests are indulgently comfortable, with a streamlined look that tops off the high-end aesthetic made for everyday living.",Sectional Couches & Sofas,1398.95,APK-62002-R2,https://www.ashleyfurniture.com/p/maderla_2-piece_sectional_with_chaise/APK-62002-R2.html?cgid=sectional-sofas,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/62002-66-17?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/62002-66-17-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/62002-66-17-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/62002-STITCH-DETAIL?$AFHS-Grid-1X$",Walnut,Signature Design by Ashley®,ashleyfurniture.com
Deaza Accent Chair,"Rounding out your decor while providing sensible seating arrangements in small spaces, side chairs offer style and versatility to any interior design. Adding the statement-making appeal of glam style to your abode, the Deaza armchair features a rounded back, two scrolled arms and button-tufted accents around the back. An eye-catching nailhead trim and turned wood legs accent the solid color of the polyester velvet upholstery.",Accent Chairs,289.99,A3000292,https://www.ashleyfurniture.com/p/deaza_accent_chair/A3000292.html?cgid=living-room-chairs,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000292-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000292-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000292-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000292-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000292-SWATCH-500?$AFHS-Grid-1X$",Taupe,Signature Design by Ashley®,ashleyfurniture.com
Soletren Oversized Ottoman,"Flaunting a trendsetting silhouette, the Soletren oversized accent ottoman puts the contemporary in your contemporary home. Surface space is ample, giving you elongated plushness for foot relaxation. Chunky chenille fabric satisfies your need for a piece that feels as good as it looks.",Ottomans,299.99,9510408,https://www.ashleyfurniture.com/p/soletren_oversized_ottoman/9510408.html?cgid=ottomans,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/95104-08-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/95104-08-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/95104-08-HEAD-ON-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/9510408-Soletren-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/95104-08-SIDE-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/95104-08?$AFHS-Grid-1X$",Stone,Signature Design by Ashley®,ashleyfurniture.com
Avila Accent Chair,"Make it cozy in the transitional way with the Avila chair. Upholstered in beige linen-colored fabric with attached back and seat cushion, lumbar pillow and show wood frame in light brown finish, this seat welcomes comfort.",Accent Chairs,699.99,A3000255,https://www.ashleyfurniture.com/p/avila_accent_chair/A3000255.html?cgid=living-room-chairs,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000255-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000255-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000255-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000255-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000255-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000255-BACK-SW-P1-KO?$AFHS-Grid-1X$",Linen,Signature Design by Ashley®,ashleyfurniture.com
Bladewood Manual Recliner,"Make a big impression in a smaller footprint with the chic styling of the Bladewood zero wall recliner. Thanks to its space-conscious design that requires a mere three inches between the wall and chair back, you can stretch out more efficiently. Wrapped in a fabulous faux leather loaded with pebbly texture and tonal variation that looks so natural, this designer recliner sports contoured tufting and contrasting baseball stitching for a style home run.",Recliners,329.99,6030529,https://www.ashleyfurniture.com/p/bladewood_recliner/6030529.html?cgid=recliners,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/6030529-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/60305-29-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/60305-29-OPEN-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/60305-29-OPEN-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/60305-29-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/60305-29-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/60305-29-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/6030529-Bladewood-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/60305-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Coffee,Signature Design by Ashley®,ashleyfurniture.com
Greaves Chair,"Make your living space that much more livable with the Greaves arm chair. Rest assured that its ultra-neutral upholstery with a textural chenille feel goes with anything and everything. Tailored box cushioning and tapered feet lend a clean, contemporary aesthetic. Make it even more enticing by pairing it with the available matching ottoman and reserve yourself the best seat in the house.",Accent Chairs,439.99,5510520,https://www.ashleyfurniture.com/p/greaves_chair/5510520.html?cgid=living-room-chairs,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/55105-20-SET-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/55105-20-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/55105-20-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/55105-20-ANGLE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/55105-20-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/55105-20-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/55105-20-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$",Driftwood,Signature Design by Ashley®,ashleyfurniture.com
Alcona Sofa,"Whether you&rsquo;re creating a warm and cozy modern farmhouse or cool and contemporary escape, the Alcona sofa is sure to look right at home. High armrests with a rounded track design provide a chic, sheltering effect. Light linen-tone upholstery and 3-over-2 cushion styling is a beauty to behold.",Sofas & Couches,799.99,9831038,https://www.ashleyfurniture.com/p/alcona_sofa/9831038.html?cgid=sofas-and-couches,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/9831038-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/98310-38-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/98310-38-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/9831038-Alcona-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/98310-38-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/98310-38-35-T457?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/98310-38-SET?$AFHS-Grid-1X$",Linen,Ashley®,ashleyfurniture.com
Ballister Power Lift Recliner,"Take charge of your seating with the Ballister power lift recliner. Its easy power button motion control allows you the full spectrum of comfort&mdash;from a gentle lift-and-tilt for standing up to a lay flat design ideal for an afternoon snooze. Not much gets past the power adjustable headrest and lumbar support, or even the independent motor controls to get that just right position. You&rsquo;ll always stay connected with the included USB charging port in the power control, and relish in the hours of versatile support that never stops giving.",Recliners,949.95,2160412,https://www.ashleyfurniture.com/p/ballister_power_lift_recliner/2160412.html?cgid=recliners,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/21604-12-T217-533-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/21604-12-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/21604-12-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/21604-12-LIFT-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/AHS_Ballister_2160412_PwrLiftRecliner_Lift-PwrHeadrest-PwrLumbar?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/2160412-10x8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/21604-12-LUMBAR?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/21604-12-HEADREST?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/21604-12-FOOTREST?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/21604-12-WAND?$AFHS-Grid-1X$",Espresso,Signature Design by Ashley®,ashleyfurniture.com
Jaya Utility Design Coffee Table,Designed to suit your style&mdash;and your budget&mdash;this versatile coffee table/console table is a big hit in small-space living. Thoughtful elements include rounded cornering for a safer&mdash;ouch-free&mdash;environment. That's especially nice if you have little ones running about. Underlying storage/display space is packed with possibilities.,Coffee Tables,68.99,T600000228,https://www.ashleyfurniture.com/p/black_jaya_utility_design_coffee_table/T600000228.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000228_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000228_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000228_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000228_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000228_6?$AFHS-Grid-1X$",Black,Furinno,ashleyfurniture.com
Nestor Coffee Table,"If there&rsquo;s an accent piece with a flair for making traditional elements look so fit for modern-classic settings&mdash;the Nestor oval coffee table is it. It&rsquo;s hard to not fall for the elegance and intricacy of acanthus leaf carvings and shapely serpentine legs. Swirls of metal add lovely dimension under a beveled glass inset tabletop, while tiered bottom shelf incorporates lovely symmetry.",Coffee Tables,289.99,T517-0,https://www.ashleyfurniture.com/p/nestor_coffee_table/T517-0.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T517-0-SD?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T517-0-SD-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T517-0-Nestor-DIM?$AFHS-Grid-1X$",Medium Brown,Signature Design by Ashley®,ashleyfurniture.com
Jesolo Manual Reclining Loveseat with Console,"Rustic character comes forth in the dark gray Jesolo reclining loveseat with center console. Designer stitching adds a fashion-forward touch to the soft cushions. Faux suede fabric speaks to your knack for superior-quality materials. High back provides ample support as you get off your feet for a bit. With just one pull of tab, you&rsquo;ll be easing back into relaxation and popping your favorite beverage into a cup holder. Infinite levels of comfort await.",Reclining Furniture,749.99,8670594,https://www.ashleyfurniture.com/p/jesolo_reclining_loveseat_with_console/8670594.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/86705-94-SET-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/86705-94-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/86705-94-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/86705-94-SET?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/86705-94-CONSOLE?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/86705-SWATCH-BODY-500?$AFHS-Grid-1X$",Dark Gray,Signature Design by Ashley®,ashleyfurniture.com
Camus Modern Living Room Table 3-Piece Set,"Camnus Modern Living Series comprises of coffee table, end table, side table, and etc. The contemporary design showcases simplicity and elegance. Camnus Series features a sleek combination of wood and metal. The series offers various refreshing colors such as Americano, French Oak Grey and more. You can never go wrong with these vibrant colors as they blends perfectly well with most home settings. All of the furniture in the series are made of high quality particle board and premium quality metal tested for strength and durability. The assembly is very simple, all the hardware and illustrated instruction manual are provided. Wipe clean with clean damped cloth and avoid any harsh chemicals to avoid damaging the finish of the product. Pictures are for illustration purpose. All decor items are not included in this offer.",Coffee Tables,110.99,T600000727,https://www.ashleyfurniture.com/p/camnus_modern_living_room_table_set_with_one_coffee_table_and_two_end_tables/T600000727.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000727_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000727_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000727_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000727_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000727_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000727_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000727_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000727_3?$AFHS-Grid-1X$",French Oak Gray,Furinno,ashleyfurniture.com
JAYA Oval Coffee Table,"Furinno 15020WN Oval Coffee Table is a great fit for your modern simple lifestyle. The beautiful dark walnut color fits any room in your home. Large tabletop provides plenty of space and the built in shelf creates additional storage and display for your handy needs. There is a matching end table Furinno 15019WN to complete the look. It is easy to assemble, space saving and sturdy. The main material - medium density composite wood is manufactured in Malaysia and complied with the green rules of production. There is no foul smell, durable and the material is the most stable amongst the medium density composite woods.A simple attitude towards lifestyle is reflected directly on the design of Furinno Furniture, creating a trend of simply nature. All the products are produced and assembled 100-percent in Malaysia with 95% - 100% recycled materials. Care instructions: wipe clean with clean damped cloth. Avoid using harsh chemicals. Pictures are for illustration purpose. All decor items are not included in this offer.",Coffee Tables,48.99,T600000741,https://www.ashleyfurniture.com/p/jaya_oval_coffee_table/T600000741.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000741_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000741_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000741_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000741_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000741_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000741_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000741_3?$AFHS-Grid-1X$",French Oak Gray/Black,Furinno,ashleyfurniture.com
Braxton Coffee Table,"Simple and streamlined, the braxton coffee table is an ideal addition to your living room. With clean lines and sturdy steel construction, this coffee table offers storage and display space without overwhelming your space. The perfect spot for books, remotes, or your favorite art piece, this coffee table's slim frame blends seamlessly with your home's decor.",Coffee Tables,129.99,T600000581,https://www.ashleyfurniture.com/p/braxton_coffee_table/T600000581.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000581_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000581_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000581_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000581_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000581_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000581_3?$AFHS-Grid-1X$",Matte Black,Crosley,ashleyfurniture.com
Baxton Studio Kelly Cocktail Ottoman,"Add a touch of sophisticated grace to your home with the modern-style Kelly cocktail ottoman. The ottoman is fitted with a wood storage shelf to hold books, movies and more. Padded with foam for the utmost comfort, it's upholstered in linen fabric and enhanced with elegant button tufting. Excellent craftsmanship adds a weathered feel to the ottoman, giving it a hint of rustic charm.",Coffee Tables,254.99,U600000754,https://www.ashleyfurniture.com/p/baxton_studio_kelly_modern_and_rustic_beige_linen_fabric_upholstered_and_graywashed_wood_cocktail_ottoman/U600000754.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000754_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000754_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000754_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000754_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000754_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600000754_3?$AFHS-Grid-1X$",Beige,Baxton Studio,ashleyfurniture.com
Simple Design Coffee Table,Designed to suit your style&mdash;and your budget&mdash;this two-tone coffee table with shelving is a big hit in small-space living. Thoughtful elements include rounded cornering for a safer&mdash;ouch-free&mdash;environment. That's especially nice if you have little ones running about.,Coffee Tables,47.99,T600000225,https://www.ashleyfurniture.com/p/oak_grey_finish_simple_design_coffee_table/T600000225.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000225_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000225_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000225_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000225_5?$AFHS-Grid-1X$",Gray,Furinno,ashleyfurniture.com
Rogness Coffee Table,"If you want to add rustic flair to your seating arrangement, roll with the casual style and flexibility of the Rogness round coffee table. Its heavily distressed finish in dark rum-tone takes you back to a simpler time. The lower shelf provides extra storage and casters make it easily mobile, ideal for flexibility.",Coffee Tables,319.99,T745-8,https://www.ashleyfurniture.com/p/rogness_coffee_table/T745-8.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T745-8-10x8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T745-8-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T745-8-HEAD-ON-SW-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T745-8-SIDE-SW-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T745-8-TOP-SW-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T745-8-DETAIL-A-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/60905-40-57-19-77-46-57-17-T745-PILLOW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T745-8-Rogness-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T745-8?$AFHS-Grid-1X$",Rustic Brown,Signature Design by Ashley®,ashleyfurniture.com
Safavieh Mansel Coffee Table,"A top ski resort in the Italian alps inspired the modern rustic style of the contemporary Mansel coffee table. Designed for the cosmopolitan interior, its metallic angular base is expertly paired with a warm circular light gray top for timeless sophistication.",Coffee Tables,182.99,T600001028,https://www.ashleyfurniture.com/p/safavieh_mansel_coffee_table/T600001028.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001028_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001028_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001028_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001028_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001028_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001028_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001028_3?$AFHS-Grid-1X$",Beige,Safavieh,ashleyfurniture.com
Linon Ragan Coffee Table,"Elegant without demanding too much attention, this marble top coffee table is the ideal centerpiece for modern and bohemian living spaces. Soft curves in the trim of the mango wood base offer a subtle contrast to the clean lines of the spacious tabletop. A natural finish highlights knots and patterns in the woodgrain and creates a neutral two-tone colorway with the white marble, agreeable with almost any decor. Convenient storage is found in the open lower shelf settled between flared legs, rounding out this multipurpose piece.",Coffee Tables,563.99,A6000173CN,https://www.ashleyfurniture.com/p/linon_ragan_coffee_table/A6000173CN.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A6000173CN_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A6000173CN_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A6000173CN_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A6000173CN_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A6000173CN_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A6000173CN_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A6000173CN_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A6000173CN_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A6000173CN_10?$AFHS-Grid-1X$",Dark Brown,Linon,ashleyfurniture.com
Powel Owens Coffee Table,Mixing metal and wood in an updated industrial style provides a unique addition to your home. The round coffee table features an inlay patterned top in ash veneer in a gray finish.  Large nail heads adorn the apron. The sturdy metal base is made of curved legs finished in a pewter finish and includes a small circular shelf below.  Sturdy enough to take on the busiest of family rooms and sophisticated enough to anchor a formal sitting area.,Coffee Tables,209.99,T600001229,https://www.ashleyfurniture.com/p/linon_owens_round_coffee_table/T600001229.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001229_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001229_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001229_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001229_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001229_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001229_7?$AFHS-Grid-1X$",Pewter Gray,Linon,ashleyfurniture.com
