Title,Description,Item Categories,Price,Sku,URL,Image URLs,Colors,Brand,width,height,depth,Retailer
Linon Cope Coffee Table,"Brighten your home with this wood coffee table featuring decorative scrollwork and a distressed white finish. By blending traditional elements with a worn finish, this piece creates a look that is both elegant and inviting. For a cohesive effect, pair this piece with the matching side and console table and bask in the timeless charm they create.",Coffee Tables,243.99,T600000265,https://www.ashleyfurniture.com/p/linon_cope_coffee_table/T600000265.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000265_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000265_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000265_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000265_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000265_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000265_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000265_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000265_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000265_3?$AFHS-Grid-1X$",White,Ashley furniture,46.35,18.9,23.5,ashleyfurniture.com
Gerdanet Lift Top Coffee Table with Storage,The Gerdanet coffee table offers a fresh take on urban style with a casual lift top design and replicated butcher block finish. The metal base elevates the table and provides open space to add a lightness to your room.,Coffee Tables,199.99,T150-9,https://www.ashleyfurniture.com/p/gerdanet_lift-top_coffee_table/T150-9.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T150-9-CLSD-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T150-9-CLSD-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T150-9-CLSD?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T150-9-FINISH-500?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T150-9-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T150-9-OPEN-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T150-9-OPEN-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T150-9-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T150-9-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T150-9-STRG-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T150-9-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T150-9-Gerdanet-DIM?$AFHS-Grid-1X$",Natural,Ashley furniture,36.25,19.25,26.25,ashleyfurniture.com
Linon Blaine Coffee Table,"This sturdy coffee table makes itself at home in living rooms of all shapes and styles. A welcoming and versatile centerpiece, you can use its wide, smooth surface to showcase your favorite display items or serve trays of food when guests come over. The large lower shelf offers extra storage, and the crisscross sides add interest to this modern farmhouse piece. It is crafted from solid pine with an antique white finish that allows the beauty of the wood grain to show through. It also works perfectly as a media stand holding a TV, plus ample space below.",Coffee Tables,131.99,T600001155,https://www.ashleyfurniture.com/p/linon_blaine_coffee_table/T600001155.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001155_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001155_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001155_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001155_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001155_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001155_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001155_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600001155_9?$AFHS-Grid-1X$",Antique White,Ashley furniture,44,20,21.37,ashleyfurniture.com
Arlenbry Coffee Table with Lift Top,"Raise the bar on modern farmhouse design with the Arlenbry lift top coffee table. Sporting a handsome weathered oak effect and cross buck design, this table's handy spring-loaded mechanism brings the tabletop closer to you. This versatile table makes it easier than ever to eat, work or play from the comfort of your sofa.",Coffee Tables,289.99,T275-9,https://www.ashleyfurniture.com/p/arlenbry_coffee_table_with_lift_top/T275-9.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-9-CLOSED-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-9-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-9-DETAIL-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-9-CLOSED-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-9-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-9-CLOSED-ANGLE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-9-ANGLE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-9-CLOSED-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-9-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-9-CLOSED-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-9-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-9-CLOSED-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-9-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-9-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-9-Arlenbry-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-FINISH-500?$AFHS-Grid-1X$",Gray,Ashley furniture,45,16.63,26.5,ashleyfurniture.com
Linon Whitley Antique Coffee Table,"Transform your living space with a coffee table that provides a perfect combination of fashion and function. The off white finish of this piece is sure to brighten up any space. In addition to its spacious table top, this piece provides two easy-glide drawers, making it easy to keep remotes organized, as well as on open bottom shelf to stow away books and magazines or display decor items of your choice.",Coffee Tables,172.99,T600000015,https://www.ashleyfurniture.com/p/linon_whitley_coffee_table/T600000015.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000015_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000015_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000015_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000015_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000015_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000015_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000015_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000015_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000015_10?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T600000015_11?$AFHS-Grid-1X$",Antique White,Ashley furniture,44,20,24,ashleyfurniture.com
Hennington Coffee Table,"A striking example of rustic refinement, the Hennington coffee table is generously scaled to accommodate your entertainment needs with ease. Made with pine wood and veneer beautified with a complex bisque finish, this designer coffee table includes a top with melamine inset for mixed-media interest.",Coffee Tables,449.99,T946-1,https://www.ashleyfurniture.com/p/hennington_coffee_table/T946-1.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T946-1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T946-1-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T946-1-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T946-1-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T946-1-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T946-FINISH-500?$AFHS-Grid-1X$",Light Brown,Ashley furniture,54,18.25,40,ashleyfurniture.com
Shellmond Coffee Table With Storage,"The classic galvanized metal tub—with a new sense of purpose. Sporting a split lift wood top that allows for handy storage, the Shellmond round coffee table is sure to add a uniquely charming touch to your modern farmhouse.",Coffee Tables,194.99,A4000209,https://www.ashleyfurniture.com/p/shellmond_coffee_table_with_storage/A4000209.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A4000209-8x10-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A4000209-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A4000209-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A4000209-Shellmond-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A4000209-FINISH-500?$AFHS-Grid-1X$",Two-tone,Ashley furniture,26.13,20.13,26.13,ashleyfurniture.com
Chanzen Coffee Table,"With its urban contemporary styling, the Chanzen coffee table provides your room with a lodge-style feel that's at once warm and welcoming. The two-tone finish is an on-trend addition to your contemporary decor, while the lower shelf provides extra storage for books, magazines or your favorite accessories.",Coffee Tables,319.99,T282-1,https://www.ashleyfurniture.com/p/chanzen_coffee_table/T282-1.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T282-1-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T282-1-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T282-1-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T282-1-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T282-FINISH-500?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T282-1-Chanzen-DIM?$AFHS-Grid-1X$",Brown/Black,Ashley furniture,42,18.25,24,ashleyfurniture.com
Yarlow Tray Top Coffee Table,"The Yarlow rectangular coffee table offers a casual, contemporary look for modern living. This piece provides a unique tray-style design as a small space living solution. It has a replicated blackened wood finish with a grayed, textural grain for a classic look. The metal base elevates the table to create open space, adding a sense of lightness to your room.",Coffee Tables,109.99,T215-1,https://www.ashleyfurniture.com/p/yarlow_coffee_table/T215-1.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T215-1-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T215-1-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T215-1-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T215-1-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T215-1-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T215-1-Yarlow-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T215-4-FINISH-500?$AFHS-Grid-1X$",Black,Ashley furniture,33,19.13,22.75,ashleyfurniture.com
Freedan Lift Top Coffee Table with Storage,"Raise the bar on modern farmhouse design with the Jandoree lift top coffee table. Sporting a grayish brown replicated wood grain effect, its handy spring-loaded mechanism brings the tabletop closer to you. This versatile table makes it easier than ever to eat, work or play from the comfort of your sofa.",Coffee Tables,219.99,T175-9,https://www.ashleyfurniture.com/p/freedan_lift-top_coffee_table/T175-9.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T175-9-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T175-9-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T175-9-HEAD-ON-CLSD-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T175-9-SIDE-CLSD-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T175-9-BACK-CLSD-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T175-9-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T175-9-TRAY-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T175-9-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T175-9-Freedan-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T175-FINISH-500?$AFHS-Grid-1X$",Grayish Brown,Ashley furniture,43.13,19,19.5,ashleyfurniture.com
Bodalli Coffee Table,Contemporary style gets a modern attitude in the Bodalli coffee table. A tempered glass top showcases the replicated travertine stone shelf. The box design of the metal frame creates open space to offer the illusion of more room.,Coffee Tables,239.99,T200-1,https://www.ashleyfurniture.com/p/bodalli_coffee_table/T200-1.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T200-1-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T200-1-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T200-1-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T200-1-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T200-1-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T200-1-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T200-1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T200-6-FINISH-500?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T200-1-Bodalli-DIM?$AFHS-Grid-1X$",Ivory/Chrome,Ashley furniture,48,19,23,ashleyfurniture.com
Waylowe Coffee Table,"Let your love of cool, contemporary style take shape with the Waylowe round coffee table. Top features exotic wood grain melamine in a light tan, natural wood coloration. Sporting an aged black finish, the tubular honeycomb metal base is buzzing with interest.",Coffee Tables,219.99,T274-8,https://www.ashleyfurniture.com/p/waylowe_coffee_table/T274-8.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T274-8-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T274-8-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T274-8-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T274-8-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T274-TOP-FINISH-500?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T274-8-Waylowe-DIM?$AFHS-Grid-1X$",Light Brown/Black,Ashley furniture,36,18,36,ashleyfurniture.com
Jandoree Coffee Table,The Feedan coffee table is designed for the modern tastemaker. Minimalist design blends grayish brown surfaces with gunmetal gray metal legs for a look that’s cool and contemporary and a vibe that’s warm and inviting.,Coffee Tables,139.99,T085-1,https://www.ashleyfurniture.com/p/jandoree_coffee_table/T085-1.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T085-1-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T085-1-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T085-1-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T085-1-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T085-1-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T085-1-Jandoree-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T085-FINISH-500?$AFHS-Grid-1X$",Grayish Brown,Ashley furniture,43.13,17.88,20,ashleyfurniture.com
Braddoni Coffee Table,"If you long for more transparency, you’re sure to love the Braddoni coffee table. Pairing a clear glass tabletop with see-through acrylic legs, it’s a mastery in minimalism. Chrome-tone stretcher takes the contemporary vibe to the max.",Coffee Tables,259.99,T420-1,https://www.ashleyfurniture.com/p/braddoni_coffee_table/T420-1.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T420-1-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T420-1-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T420-1-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T420-1-Braddoni-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T420-1-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T420-1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T420-1-DETAIL?$AFHS-Grid-1X$",Chrome Finish,Ashley furniture,47,18,23,ashleyfurniture.com
Arlenbry Coffee Table,"Raise the bar on modern farmhouse design with the Arlenbry storage coffee table. Sporting a handsome weathered oak effect and cross buck accents, the table's unique sliding ""barn door"" moves to reveal shelved storage space. Easy roll casters add a cool touch that's right on trend.",Coffee Tables,249.99,T275-1,https://www.ashleyfurniture.com/p/arlenbry_coffee_table/T275-1.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-1-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-1-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-1-ANGLE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-1-DETAIL-A-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-1-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-1-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-1-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-1-DETAIL-B-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-1-Arlenbry-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T275-FINISH-500?$AFHS-Grid-1X$",Gray,Ashley furniture,42,18.13,23.63,ashleyfurniture.com
Haroflyn Coffee Table,"Showcasing a butcher block style top, the Haroflyn coffee table is a cool commingling of contemporary flair and rustic ease. Its complex gray finish is rich with tonal variation for a driftwoody element.",Coffee Tables,229.99,T329-8,https://www.ashleyfurniture.com/p/haroflyn_coffee_table/T329-8.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T329-8-10x8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T329-8-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T329-FINISH?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T329-8-Haroflyn-DIM?$AFHS-Grid-1X$",Gray,Ashley furniture,40,18,40,ashleyfurniture.com
Windron Nesting Coffee Table (Set of 2),"This space-saving design mixes metal, glass and natural marble into modern coffee tables with a contemporary edge. Designed to make the most of your space, the Windron nesting table set features one white natural marble tabletop and one inset black glass tabletop, both supported by open metal frames with black powder coated finish. With ample display surfaces, these tables make a naturally cool addition to any space.",Coffee Tables,699.99,T936-22,https://www.ashleyfurniture.com/p/windron_nesting_coffee_table_set_of_2/T936-22.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T936-22?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T936-22-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T936-22-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T936-22-NESTED?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T936-22-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T936-22-TOP-SW-P1-KO?$AFHS-Grid-1X$",Black/White,Ashley furniture,36,17,36,ashleyfurniture.com
Wynora Coffee Table,Add a bright spot to your contemporary space with the Wynora coffee table. A clear glass top provides a great view of the replicated Carrara marble shelf below. A goldtone finish on the metal frame heightens the modern aesthetic.,Coffee Tables,179.99,T192-8,https://www.ashleyfurniture.com/p/wynora_coffee_table/T192-8.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T192-8-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T192-8-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T192-8-TOP-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T192-7-FINISH-500?$AFHS-Grid-1X$",White/Gold,Ashley furniture,31.75,16,31.75,ashleyfurniture.com
Shawnalore Coffee Table Ottoman,Inspired pieces create inspired spaces. The Shawnalore ottoman coffee table charms your home with farmhouse style. White textural finish highlights the weatherworn feel of the wood tones and purposeful nail holes. Thick tufted cushion top with linen look cover is pleasingly soft. Stow away fashionable books on the planked bottom shelf.,Coffee Tables,419.99,T782-21,https://www.ashleyfurniture.com/p/shawnalore_coffee_table_ottoman/T782-21.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T782-21-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T782-21-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T782-21?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T782-21-Shawnalore-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T782-21-DETAIL-A-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T782-21-DETAIL-B-QL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T782-21-SWATCH-QL-500?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T782-FINISH-500?$AFHS-Grid-1X$",Whitewash,Ashley furniture,50.75,19.88,27.5,ashleyfurniture.com
Bolanburg Lift Top Coffee Table,"Enjoy beautiful cottage style in the classic Bolanburg lift top coffee table. Sporting a plank-effect top and a textured two-tone finish, this coffee table blends timeworn character with modern functionality. The convenient spring-lift design creates the perfect spot for an impromptu work session, with no need to head to office for a workspace. A spacious lower shelf lends dimension to the design.",Coffee Tables,419.99,T751-0,https://www.ashleyfurniture.com/p/bolanburg_coffee_table_with_lift_top/T751-0.html?cgid=coffee-tables,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T751-0-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T751-0-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T751-0-OPEN-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T751-0-Bolanburg-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T751-0-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T751-0-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T751-0-TOP-DOWN-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T751-0-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/T751-TOP-FINISH-500?$AFHS-Grid-1X$",Brown/White,Ashley furniture,33,20.13,28,ashleyfurniture.com
